gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,ap,at,ceq,che,cogs,csho,dltt,ebit,ebitda,epspx,ibc,invt,ni,nits,oancf,rect,sale,xint,costat,prcc_f
002403,12/31/2022,2022,INDL,C,D,STD,BMY,BRISTOL-MYERS SQUIBB CO,USD,3040.0000,96820.0000,31061.0000,9401.0000,9094.0000,2098.0000,36317.0000,9694.0000,19976.0000,2.9700,6345.0000,2339.0000,6327.0000,,13066.0000,13937.0000,46159.0000,1232.0000,A,71.950000000000
002403,12/31/2023,2023,INDL,C,D,STD,BMY,BRISTOL-MYERS SQUIBB CO,USD,3259.0000,95159.0000,29430.0000,12335.0000,9796.0000,2021.0000,38183.0000,8556.0000,18325.0000,3.8800,8040.0000,2662.0000,8025.0000,,13860.0000,15264.0000,45006.0000,1166.0000,A,51.310000000000
002497,12/31/2021,2021,INDL,C,D,STD,MTZ,MASTEC INC,USD,663.0630,7121.3930,2539.8090,360.7360,6805.7350,76.4290,2052.6110,419.8500,842.6760,4.5400,330.7290,92.5950,328.8310,,793.0740,2247.2510,7951.7810,53.4130,A,92.280000000000
002497,12/31/2022,2022,INDL,C,D,STD,MTZ,MASTEC INC,USD,1109.8670,9293.2590,2737.3290,370.5920,8557.0330,78.6820,3246.2430,206.4200,713.5680,0.4500,33.8880,117.9690,33.3540,,352.2970,3129.6180,9778.0380,112.2550,A,85.330000000000
002497,12/31/2023,2023,INDL,C,D,STD,MTZ,MASTEC INC,USD,1242.6020,9373.5110,2706.1520,529.5610,10605.9620,79.2800,3180.9310,152.0110,755.1730,-0.6400,-47.2960,108.1460,-49.9490,,687.2770,3126.4550,11995.9340,234.4050,A,75.720000000000
002547,12/31/2021,2021,FS,C,D,STD,CI,CIGNA GROUP (THE),USD,21964.0000,154889.0000,47112.0000,,,,31561.0000,,,,,0.0000,,3400.0000,,,,1300.0000,A,229.630000000000
002547,12/31/2021,2021,INDL,C,D,STD,CI,CIGNA GROUP (THE),USD,21964.0000,154889.0000,47112.0000,5961.0000,150190.0000,322.9480,31561.0000,8441.0000,11364.0000,15.8700,5415.0000,3722.0000,5365.0000,,7191.0000,15240.0000,174274.0000,1300.0000,A,229.630000000000
002547,12/31/2022,2022,FS,C,D,STD,CI,CIGNA GROUP (THE),USD,24845.0000,143932.0000,44872.0000,,,,28446.0000,,,,,0.0000,,5700.0000,,,,1300.0000,A,331.340000000000
002547,12/31/2022,2022,INDL,C,D,STD,CI,CIGNA GROUP (THE),USD,24845.0000,143932.0000,44872.0000,6762.0000,155979.0000,298.6760,28446.0000,8174.0000,11111.0000,21.5400,6746.0000,4777.0000,6668.0000,,8656.0000,17459.0000,180147.0000,1300.0000,A,331.340000000000
002547,12/31/2023,2023,FS,C,D,STD,CI,CIGNA GROUP (THE),USD,28368.0000,152761.0000,46223.0000,,,,28495.0000,,,,,5645.0000,,5300.0000,,,,1400.0000,A,299.450000000000
002547,12/31/2023,2023,INDL,C,D,STD,CI,CIGNA GROUP (THE),USD,28368.0000,152761.0000,46223.0000,8565.0000,168872.0000,292.5040,28495.0000,9013.0000,12048.0000,17.5700,5372.0000,5645.0000,5164.0000,,11813.0000,18087.0000,195244.0000,1400.0000,A,299.450000000000
002574,12/31/2021,2021,INDL,C,D,STD,CSX,CSX CORP,USD,963.0000,40531.0000,13490.0000,2316.0000,6041.0000,2201.7870,16663.0000,5061.0000,6481.0000,1.6800,3781.0000,339.0000,3781.0000,,5099.0000,1148.0000,12522.0000,722.0000,A,37.600000000000
002574,12/31/2022,2022,INDL,C,D,STD,CSX,CSX CORP,USD,1130.0000,41912.0000,12615.0000,2087.0000,7641.0000,2066.3670,18384.0000,5712.0000,7212.0000,1.9500,4166.0000,341.0000,4166.0000,,5619.0000,1313.0000,14853.0000,742.0000,A,30.980000000000
002574,12/31/2023,2023,INDL,C,D,STD,CSX,CSX CORP,USD,1237.0000,42408.0000,12128.0000,1436.0000,7622.0000,1958.7570,18466.0000,5424.0000,7035.0000,1.8500,3715.0000,446.0000,3715.0000,,5549.0000,1393.0000,14657.0000,809.0000,A,34.670000000000
002596,06/30/2022,2022,INDL,C,D,STD,CACI,CACI INTL INC  -CL A,USD,303.4430,6629.4310,3053.4080,114.8040,4051.1880,23.4160,2017.4630,496.3290,631.0100,15.6400,366.7940,99.3620,366.7940,,745.5540,926.1440,6202.9170,40.8660,A,281.780000000000
002596,06/30/2023,2023,INDL,C,D,STD,CACI,CACI INTL INC  -CL A,USD,198.1770,6600.8080,3224.1990,115.7760,4402.7280,22.7970,1979.8750,567.5000,709.0640,16.5900,384.7350,130.5910,384.7350,,388.0560,894.9460,6702.5460,83.8610,A,340.840000000000
002596,06/30/2024,2024,INDL,C,D,STD,CACI,CACI INTL INC  -CL A,USD,287.1420,6796.1010,3518.0720,133.9610,5147.5400,22.3010,1806.4330,649.7080,791.8530,18.7600,419.9240,118.4390,419.9240,,497.3310,1031.3110,7659.8320,105.0590,A,430.130000000000
002710,02/28/2022,2021,INDL,C,D,STD,STZ,CONSTELLATION BRANDS,USD,899.2000,25855.8000,11731.9000,199.4000,3779.5000,187.6460,9945.5000,2973.9000,3316.3000,-0.2100,1.0000,1573.2000,-40.4000,,2705.4000,1119.2000,8820.7000,381.7000,A,215.620000000000
002710,02/28/2023,2022,INDL,C,D,STD,STZ,CONSTELLATION BRANDS,USD,941.5000,24662.3000,8413.6000,133.5000,4296.6000,183.1990,11703.9000,2920.2000,3307.2000,-0.3700,-38.5000,1898.7000,-71.0000,,2756.9000,1075.8000,9452.6000,435.2000,A,223.700000000000
002710,02/29/2024,2023,INDL,C,D,STD,STZ,CONSTELLATION BRANDS,USD,1107.1000,25691.7000,9743.1000,152.4000,4515.1000,182.8880,11269.8000,3172.0000,3601.2000,9.4200,1765.2000,2078.3000,1727.4000,,2780.0000,1080.5000,9961.8000,499.1000,A,248.520000000000
002751,06/30/2022,2022,INDL,C,D,STD,CAH,CARDINAL HEALTH INC,USD,27128.0000,43878.0000,-709.0000,4717.0000,174407.0000,273.0000,5123.0000,1639.0000,2362.0000,-3.3500,-932.0000,15636.0000,-933.0000,,3231.0000,10573.0000,181364.0000,149.0000,A,52.270000000000
002751,06/30/2023,2023,INDL,C,D,STD,CAH,CARDINAL HEALTH INC,USD,29813.0000,43417.0000,-2852.0000,4043.0000,197686.0000,251.0000,4284.0000,1969.0000,2691.0000,1.0000,262.0000,15940.0000,261.0000,,2839.0000,11353.0000,205012.0000,93.0000,A,94.570000000000
002751,06/30/2024,2024,INDL,C,D,STD,CAH,CARDINAL HEALTH INC,USD,31759.0000,45121.0000,-3213.0000,5133.0000,218947.0000,244.0000,5058.0000,2146.0000,2880.0000,3.4800,853.0000,14957.0000,852.0000,,3762.0000,12098.0000,226827.0000,51.0000,A,98.320000000000
002787,06/30/2022,2022,INDL,C,D,STD,CRS,CARPENTER TECHNOLOGY CORP,USD,242.1000,2932.3000,1330.5000,154.2000,1567.0000,48.2860,734.5000,-34.0000,97.4000,-1.0100,-49.1000,496.1000,-49.1000,,6.0000,382.3000,1836.3000,45.7000,A,27.910000000000
002787,06/30/2023,2023,INDL,C,D,STD,CRS,CARPENTER TECHNOLOGY CORP,USD,278.1000,3053.9000,1396.1000,44.5000,2082.0000,48.6360,736.6000,133.1000,264.1000,1.1500,56.4000,639.7000,56.4000,,14.7000,531.3000,2550.3000,55.6000,A,56.130000000000
002787,06/30/2024,2024,INDL,C,D,STD,CRS,CARPENTER TECHNOLOGY CORP,USD,263.9000,3291.7000,1628.8000,199.1000,2040.8000,49.7770,732.6000,354.1000,488.7000,3.7500,186.5000,735.4000,186.5000,,274.9000,562.6000,2759.7000,52.6000,A,109.580000000000
002817,12/31/2021,2021,INDL,C,D,STD,CAT,CATERPILLAR INC,USD,8154.0000,82793.0000,16484.0000,10339.0000,33857.0000,535.8880,26517.0000,7711.0000,10063.0000,11.9300,6493.0000,14038.0000,6489.0000,,7198.0000,17562.0000,50971.0000,943.0000,A,206.740000000000
002817,12/31/2022,2022,INDL,C,D,STD,CAT,CATERPILLAR INC,USD,8689.0000,81943.0000,15869.0000,7838.0000,39632.0000,516.3460,26142.0000,10109.0000,12330.0000,12.7200,6704.0000,16270.0000,6705.0000,,7766.0000,18116.0000,59427.0000,1008.0000,A,239.560000000000
002817,12/31/2023,2023,INDL,C,D,STD,CAT,CATERPILLAR INC,USD,7906.0000,87476.0000,19494.0000,7941.0000,41223.0000,499.3770,24899.0000,15211.0000,17358.0000,20.2400,10332.0000,16565.0000,10335.0000,,12885.0000,19066.0000,67060.0000,1541.0000,A,295.670000000000
002960,12/31/2021,2021,INDL,C,D,STD,CHE,CHEMED CORP,USD,73.0240,1342.7230,623.2730,32.8950,1369.4580,14.9130,285.6290,344.0250,403.0760,17.1400,268.5500,10.1090,268.5500,,308.5970,137.2170,2139.2610,1.8680,A,529.040000000000
002960,12/31/2022,2022,INDL,C,D,STD,CHE,CHEMED CORP,USD,41.8840,1442.0120,798.7150,74.1260,1350.2430,14.8750,203.0130,366.8210,425.9930,16.7200,249.6240,10.2720,249.6240,,309.8860,139.4080,2134.9630,4.5840,A,510.430000000000
002960,12/31/2023,2023,INDL,C,D,STD,CHE,CHEMED CORP,USD,64.0340,1668.0950,1107.8760,263.9580,1444.8020,15.0350,100.7760,363.6300,424.4950,18.1100,272.5090,12.0040,272.5090,,330.2990,181.5110,2264.4170,3.1080,A,584.750000000000
002968,12/31/2021,2021,FS,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,,3743567.0000,259289.0000,,,,286557.0000,,,,,,,,,,,5553.0000,A,158.350000000000
002968,12/31/2021,2021,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2462303.0000,3743567.0000,259289.0000,1002532.0000,-3703.0000,2944.1490,286557.0000,79890.0000,87822.0000,15.3900,48334.0000,8923.0000,48334.0000,,78084.0000,1052640.0000,127202.0000,,A,158.350000000000
002968,12/31/2022,2022,FS,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,,3665743.0000,264928.0000,,,,271885.0000,,,,,,,,,,,26097.0000,A,134.100000000000
002968,12/31/2022,2022,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2340179.0000,3665743.0000,264928.0000,882826.0000,32486.0000,2934.2580,271885.0000,68923.0000,75974.0000,12.1000,37676.0000,4201.0000,37676.0000,,107119.0000,1111951.0000,154792.0000,,A,134.100000000000
002968,12/31/2023,2023,FS,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,,3875393.0000,300474.0000,,,,349484.0000,,,,,,,,,,,81321.0000,A,170.100000000000
002968,12/31/2023,2023,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2400688.0000,3875393.0000,300474.0000,900303.0000,90641.0000,2876.6590,349484.0000,87103.0000,94615.0000,16.2500,49552.0000,4301.0000,49552.0000,,12974.0000,1297301.0000,236311.0000,,A,170.100000000000
002991,12/31/2021,2021,INDL,C,D,STD,CVX,CHEVRON CORP,USD,16454.0000,239535.0000,139067.0000,6008.0000,116938.0000,1929.8060,33621.0000,16180.0000,34105.0000,8.1500,15689.0000,6305.0000,15625.0000,,29187.0000,18419.0000,155606.0000,775.0000,A,117.350000000000
002991,12/31/2022,2022,INDL,C,D,STD,CVX,CHEVRON CORP,USD,18955.0000,257709.0000,159282.0000,18531.0000,174162.0000,1915.2170,24295.0000,39950.0000,56269.0000,18.3600,35608.0000,8247.0000,35465.0000,,49602.0000,20456.0000,235717.0000,630.0000,A,179.490000000000
002991,12/31/2023,2023,INDL,C,D,STD,CVX,CHEVRON CORP,USD,20423.0000,261632.0000,160957.0000,8498.0000,148303.0000,1865.6480,24003.0000,26229.0000,43555.0000,11.4100,21411.0000,8612.0000,21369.0000,,35609.0000,19921.0000,196913.0000,617.0000,A,149.160000000000
003028,12/31/2021,2021,INDL,C,D,STD,CHDN,CHURCHILL DOWNS INC,USD,81.6000,2981.6000,306.8000,355.6000,1047.9000,38.1000,1993.3000,307.6000,410.8000,6.4500,249.1000,0.0000,249.1000,,335.5000,108.3000,1597.2000,84.7000,A,240.900000000000
003028,12/31/2022,2022,INDL,C,D,STD,CHDN,CHURCHILL DOWNS INC,USD,145.5000,6206.8000,551.5000,204.7000,1129.7000,37.4000,4599.9000,406.0000,519.7000,11.5800,439.4000,0.0000,439.4000,,536.8000,95.5000,1809.8000,147.3000,A,211.430000000000
003028,12/31/2023,2023,INDL,C,D,STD,CHDN,CHURCHILL DOWNS INC,USD,158.5000,6955.5000,893.6000,221.8000,1497.0000,74.5000,4825.1000,593.4000,762.4000,5.5500,417.3000,0.0000,417.3000,,605.8000,119.5000,2461.7000,268.4000,A,134.930000000000
003062,05/31/2022,2021,INDL,C,D,STD,CTAS,CINTAS CORP,USD,251.5040,8147.2560,3308.1960,90.4710,3996.3370,101.7110,2612.9960,1557.2190,1806.5950,11.9200,1235.7570,1388.8560,1235.7570,,1537.6250,1027.9280,7854.4590,88.8440,A,398.330000000000
003062,05/31/2023,2022,INDL,C,D,STD,CTAS,CINTAS CORP,USD,302.2920,8546.3560,3863.9860,124.1490,4409.8600,101.7320,2624.6830,1802.6640,2059.7050,13.2100,1348.0100,1518.5220,1348.0100,,1597.8140,1152.9930,8815.7690,111.2320,A,472.140000000000
003062,05/31/2024,2023,INDL,C,D,STD,CTAS,CINTAS CORP,USD,339.1660,9168.8170,4316.3720,342.0150,4655.9330,101.2520,2172.7580,2068.6330,2349.4990,15.4000,1571.5920,1450.3450,1571.5920,,2079.7810,1244.1820,9596.6150,99.8400,A,677.970000000000
003144,12/31/2021,2021,INDL,C,D,STD,KO,COCA-COLA CO,USD,4602.0000,94354.0000,22999.0000,12625.0000,13915.0000,4325.0000,39277.0000,11334.0000,12776.0000,2.2600,9804.0000,3414.0000,9771.0000,,12625.0000,3512.0000,38655.0000,947.0000,A,59.210000000000
003144,12/31/2022,2022,INDL,C,D,STD,KO,COCA-COLA CO,USD,5307.0000,92763.0000,24105.0000,11631.0000,16742.0000,4328.0000,37490.0000,12124.0000,13382.0000,2.2000,9571.0000,4233.0000,9542.0000,,11018.0000,3487.0000,43004.0000,882.0000,A,63.610000000000
003144,12/31/2023,2023,INDL,C,D,STD,KO,COCA-COLA CO,USD,5590.0000,97703.0000,25941.0000,13663.0000,17394.0000,4308.0000,36548.0000,13289.0000,14415.0000,2.4800,10703.0000,4424.0000,10714.0000,,11599.0000,3410.0000,45754.0000,1527.0000,A,58.930000000000
003170,12/31/2021,2021,INDL,C,D,STD,CL,COLGATE-PALMOLIVE CO,USD,1479.0000,15040.0000,609.0000,866.0000,6579.0000,840.4800,7645.0000,3879.0000,4435.0000,2.5600,2338.0000,1692.0000,2166.0000,,3325.0000,1297.0000,17421.0000,120.0000,A,85.340000000000
003170,12/31/2022,2022,INDL,C,D,STD,CL,COLGATE-PALMOLIVE CO,USD,1551.0000,15731.0000,401.0000,950.0000,7254.0000,830.2130,9138.0000,3608.0000,4153.0000,2.1300,1967.0000,2074.0000,1785.0000,,2556.0000,1504.0000,17967.0000,172.0000,A,78.790000000000
003170,12/31/2023,2023,INDL,C,D,STD,CL,COLGATE-PALMOLIVE CO,USD,1698.0000,16393.0000,609.0000,1145.0000,7635.0000,821.4130,8639.0000,4106.0000,4673.0000,2.7800,2455.0000,1934.0000,2300.0000,,3745.0000,1586.0000,19457.0000,299.0000,A,79.710000000000
003221,12/31/2021,2021,FS,C,D,STD,AON,AON PLC,USD,16578.0000,31917.0000,1061.0000,,,,9046.0000,,,,,0.0000,,,,,,322.0000,A,300.560000000000
003221,12/31/2021,2021,INDL,C,D,STD,AON,AON PLC,USD,2192.0000,31917.0000,1061.0000,836.0000,8341.0000,214.8000,9046.0000,3526.0000,3852.0000,5.5900,1308.0000,0.0000,1255.0000,,2182.0000,3147.0000,12193.0000,322.0000,A,300.560000000000
003221,12/31/2022,2022,FS,C,D,STD,AON,AON PLC,USD,18014.0000,32704.0000,-529.0000,,,,10546.0000,,,,,0.0000,,,,,,406.0000,A,300.140000000000
003221,12/31/2022,2022,INDL,C,D,STD,AON,AON PLC,USD,2114.0000,32704.0000,-529.0000,1142.0000,8488.0000,205.4000,10546.0000,3727.0000,3991.0000,12.2300,2646.0000,0.0000,2589.0000,,3219.0000,3109.0000,12479.0000,406.0000,A,300.140000000000
003221,12/31/2023,2023,FS,C,D,STD,AON,AON PLC,USD,18569.0000,33959.0000,-826.0000,,,,10646.0000,,,,,0.0000,,,,,,484.0000,A,291.020000000000
003221,12/31/2023,2023,INDL,C,D,STD,AON,AON PLC,USD,2262.0000,33959.0000,-826.0000,1147.0000,9183.0000,198.6000,10646.0000,3937.0000,4193.0000,12.6000,2628.0000,0.0000,2564.0000,,3435.0000,3289.0000,13376.0000,484.0000,A,291.020000000000
003226,12/31/2021,2021,INDL,C,D,STD,CMCSA,COMCAST CORP,USD,12455.0000,275905.0000,96092.0000,9135.0000,81739.0000,4533.2300,104361.0000,20842.0000,34646.0000,3.0900,13833.0000,0.0000,14159.0000,,29146.0000,12008.0000,116385.0000,4077.0000,A,50.330000000000
003226,12/31/2022,2022,INDL,C,D,STD,CMCSA,COMCAST CORP,USD,12544.0000,257275.0000,80943.0000,5172.0000,84442.0000,4220.1190,104348.0000,23111.0000,36985.0000,1.2200,4925.0000,0.0000,5370.0000,,26413.0000,12671.0000,121427.0000,3896.0000,A,34.970000000000
003226,12/31/2023,2023,INDL,C,D,STD,CMCSA,COMCAST CORP,USD,12436.0000,264811.0000,82703.0000,6525.0000,83922.0000,3978.7620,100859.0000,23314.0000,37650.0000,3.7300,15107.0000,0.0000,15388.0000,,28501.0000,13813.0000,121572.0000,4087.0000,A,43.850000000000
003231,12/31/2021,2021,FS,C,D,STD,CMA,COMERICA INC,USD,,94616.0000,7503.0000,,,,3152.0000,,,,,,,,,,,57.0000,A,87.000000000000
003231,12/31/2021,2021,INDL,C,D,STD,CMA,COMERICA INC,USD,82339.0000,94616.0000,7503.0000,22679.0000,-327.0000,130.6880,3152.0000,1908.0000,2007.0000,8.4500,1168.0000,7.0000,1168.0000,,634.0000,48697.0000,3024.0000,,A,87.000000000000
003231,12/31/2022,2022,FS,C,D,STD,CMA,COMERICA INC,USD,,85406.0000,4787.0000,,,,3430.0000,,,,,,,,,,,206.0000,A,66.850000000000
003231,12/31/2022,2022,INDL,C,D,STD,CMA,COMERICA INC,USD,71397.0000,85406.0000,4787.0000,6282.0000,266.0000,130.9670,3430.0000,1949.0000,2041.0000,8.5600,1151.0000,2.0000,1151.0000,,638.0000,52792.0000,3740.0000,,A,66.850000000000
003231,12/31/2023,2023,FS,C,D,STD,CMA,COMERICA INC,USD,,85834.0000,6012.0000,,,,6594.0000,,,,,,,,,,,1661.0000,A,55.810000000000
003231,12/31/2023,2023,INDL,C,D,STD,CMA,COMERICA INC,USD,66762.0000,85834.0000,6012.0000,9502.0000,1750.0000,131.8980,6594.0000,1889.0000,1976.0000,6.4700,881.0000,0.0000,881.0000,,1251.0000,51425.0000,5253.0000,,A,55.810000000000
003238,12/31/2021,2021,FS,C,D,STD,CBSH,COMMERCE BANCSHARES INC,USD,,36689.0880,3437.2980,,,,39.7550,,,,,,,,,,,12.8660,A,68.740000000000
003238,12/31/2021,2021,INDL,C,D,STD,CBSH,COMMERCE BANCSHARES INC,USD,29813.0730,36689.0880,3437.2980,4279.5560,-53.4600,121.6840,39.7550,852.1140,896.9800,4.3200,540.5900,8.7300,530.7650,,597.7220,15026.3150,1435.0420,,A,68.740000000000
003238,12/31/2022,2022,FS,C,D,STD,CBSH,COMMERCE BANCSHARES INC,USD,,31875.9310,2465.2910,,,,34.9030,,,,,,,,,,,56.7940,A,68.070000000000
003238,12/31/2022,2022,INDL,C,D,STD,CBSH,COMMERCE BANCSHARES INC,USD,26187.4400,31875.9310,2465.2910,891.1410,84.8650,125.2590,34.9030,809.5760,856.4320,3.8600,500.0200,5.0600,488.3990,,559.3850,16152.9950,1563.8200,,A,68.070000000000
003238,12/31/2023,2023,FS,C,D,STD,CBSH,COMMERCE BANCSHARES INC,USD,,31701.0610,2944.1160,,,,28.2980,,,,,,,,,,,383.1620,A,53.410000000000
003238,12/31/2023,2023,INDL,C,D,STD,CBSH,COMMERCE BANCSHARES INC,USD,25363.8980,31701.0610,2944.1160,3012.1820,418.6130,130.4530,28.2980,843.9550,893.4680,3.6400,485.1770,4.4470,477.0600,,488.7690,17043.0840,1969.3210,,A,53.410000000000
003243,12/31/2021,2021,FS,C,D,STD,C,CITIGROUP INC,USD,61430.0000,2291413.0000,182977.0000,,,,224497.0000,,,,,0.0000,,,,,,7981.0000,A,60.390000000000
003243,12/31/2021,2021,INDL,C,D,STD,C,CITIGROUP INC,USD,1139868.0000,2291413.0000,182977.0000,587860.0000,42295.0000,1984.3550,224497.0000,34306.0000,38270.0000,10.2100,22018.0000,262169.0000,21952.0000,,61249.0000,796688.0000,80565.0000,5085.0000,A,60.390000000000
003243,12/31/2022,2022,FS,C,D,STD,C,CITIGROUP INC,USD,69218.0000,2416676.0000,182194.0000,,,,242223.0000,,,,,0.0000,,,,,,25740.0000,A,45.230000000000
003243,12/31/2022,2022,INDL,C,D,STD,C,CITIGROUP INC,USD,1235952.0000,2416676.0000,182194.0000,728264.0000,63138.0000,1936.9860,242223.0000,33613.0000,37875.0000,7.1600,15165.0000,258808.0000,14845.0000,,25069.0000,768604.0000,101013.0000,14181.0000,A,45.230000000000
003243,12/31/2023,2023,FS,C,D,STD,C,CITIGROUP INC,USD,63539.0000,2411834.0000,187853.0000,,,,243805.0000,,,,,0.0000,,,,,,78358.0000,A,51.440000000000
003243,12/31/2023,2023,INDL,C,D,STD,C,CITIGROUP INC,USD,1184292.0000,2411834.0000,187853.0000,650013.0000,96112.0000,1903.1140,243805.0000,54790.0000,59350.0000,4.0700,9382.0000,354039.0000,9228.0000,,-73416.0000,803540.0000,155462.0000,42058.0000,A,51.440000000000
003246,08/31/2022,2022,INDL,C,D,STD,CMC,COMMERCIAL METALS,USD,428.0550,6237.0270,3286.1970,672.5960,6876.9860,117.4960,1224.3990,1328.7380,1503.7620,10.0900,1217.2620,1169.6960,1217.2620,,700.3090,1358.9070,8913.4810,62.6090,A,40.510000000000
003246,08/31/2023,2023,INDL,C,D,STD,CMC,COMMERCIAL METALS,USD,364.3900,6639.0940,4120.8730,592.3320,6775.9880,116.5150,1244.0840,1172.5800,1391.4100,7.3400,859.7600,1035.5820,859.7600,,1344.1030,1240.2170,8799.5330,61.6270,A,56.290000000000
003246,08/31/2024,2024,INDL,C,D,STD,CMC,COMMERCIAL METALS,USD,350.5500,6817.8390,4299.7760,857.9220,6297.0200,114.1040,1290.9440,693.6040,973.9710,4.1900,485.4910,971.7550,485.4910,,899.7080,1158.9460,7925.9720,53.2930,A,53.590000000000
003413,12/31/2021,2021,INDL,C,D,STD,ED,CONSOLIDATED EDISON INC,USD,1497.0000,63116.0000,20037.0000,1146.0000,8818.0000,354.0000,23323.0000,2826.0000,4858.0000,3.8600,1193.0000,437.0000,1346.0000,,2733.0000,3106.0000,13676.0000,916.0000,A,85.320000000000
003413,12/31/2022,2022,INDL,C,D,STD,ED,CONSOLIDATED EDISON INC,USD,1955.0000,69065.0000,20687.0000,1282.0000,10990.0000,355.0000,20625.0000,2624.0000,4680.0000,4.6800,1600.0000,492.0000,1660.0000,,3935.0000,3232.0000,15670.0000,888.0000,A,95.310000000000
003413,12/31/2023,2023,INDL,C,D,STD,ED,CONSOLIDATED EDISON INC,USD,1775.0000,66331.0000,21158.0000,1190.0000,10301.0000,345.4160,22357.0000,2331.0000,4362.0000,7.2500,2516.0000,469.0000,2519.0000,,2156.0000,3788.0000,14663.0000,1075.0000,A,90.970000000000
003532,12/31/2021,2021,INDL,C,D,STD,GLW,CORNING INC,USD,1612.0000,30154.0000,12333.0000,2148.0000,7587.0000,830.0000,7680.0000,2190.0000,3671.0000,1.3000,1906.0000,2481.0000,1906.0000,,3412.0000,2004.0000,14082.0000,336.0000,A,37.230000000000
003532,12/31/2022,2022,INDL,C,D,STD,GLW,CORNING INC,USD,1804.0000,29499.0000,12008.0000,1671.0000,8017.0000,823.0000,7482.0000,1816.0000,3268.0000,1.5600,1386.0000,2904.0000,1316.0000,,2615.0000,1721.0000,14189.0000,340.0000,A,31.940000000000
003532,12/31/2023,2023,INDL,C,D,STD,GLW,CORNING INC,USD,1466.0000,28500.0000,11551.0000,1779.0000,7147.0000,820.0000,8052.0000,1290.0000,2659.0000,0.6900,648.0000,2666.0000,581.0000,,2005.0000,1572.0000,12588.0000,369.0000,A,30.450000000000
003580,12/31/2021,2021,INDL,C,D,STD,CR,CRANE CO,USD,246.7000,4486.6000,1832.3000,478.6000,1821.0000,57.8360,921.7000,485.3000,603.4000,6.7600,394.3000,440.9000,435.4000,,498.5000,559.1000,3180.0000,46.9000,A,101.730000000000
003580,12/31/2022,2022,INDL,C,D,STD,CR,CRANE CO,USD,286.6000,4390.2000,1901.4000,657.6000,1917.3000,56.3250,622.3000,592.1000,709.9000,7.1100,401.1000,439.8000,401.1000,,-151.6000,563.3000,3374.9000,45.0000,A,100.450000000000
003580,12/31/2023,2023,INDL,C,D,STD,CR,CRANE CO,USD,179.1000,2333.6000,1357.8000,329.6000,1242.1000,56.9190,304.8000,320.9000,360.2000,3.5900,203.8000,353.1000,255.9000,,228.2000,369.9000,2086.4000,22.7000,A,118.140000000000
003643,12/31/2021,2021,FS,C,D,STD,CFR,CULLEN/FROST BANKERS INC,USD,,50878.4900,4294.1030,,,,535.5930,,,,,,,,,,,23.9020,A,126.070000000000
003643,12/31/2021,2021,INDL,C,D,STD,CFR,CULLEN/FROST BANKERS INC,USD,42695.6960,50878.4900,4294.1030,16583.0000,23.9650,63.9860,535.5930,593.1350,662.4240,6.7900,443.0790,3.4640,443.0790,,648.2930,16087.7310,1383.9970,,A,126.070000000000
003643,12/31/2022,2022,FS,C,D,STD,CFR,CULLEN/FROST BANKERS INC,USD,,52892.3760,2991.7760,,,,544.3490,,,,,,,,,,,184.4380,A,133.700000000000
003643,12/31/2022,2022,INDL,C,D,STD,CFR,CULLEN/FROST BANKERS INC,USD,43954.1960,52892.3760,2991.7760,12028.1320,187.4380,64.3550,544.3490,807.7870,879.1310,8.8400,579.1500,0.9640,579.1500,,722.5820,16927.3480,1880.5390,,A,133.700000000000
003643,12/31/2023,2023,FS,C,D,STD,CFR,CULLEN/FROST BANKERS INC,USD,,50845.0380,3570.9950,,,,539.0100,,,,,,,,,,,659.0520,A,108.490000000000
003643,12/31/2023,2023,INDL,C,D,STD,CFR,CULLEN/FROST BANKERS INC,USD,41920.5680,50845.0380,3570.9950,8687.2760,705.2230,64.1850,539.0100,941.8870,1018.3290,9.1100,597.9730,0.7250,597.9730,,478.8450,18578.2550,2646.2580,,A,108.490000000000
003650,12/31/2021,2021,INDL,C,D,STD,CMI,CUMMINS INC,USD,3021.0000,23710.0000,8474.0000,3187.0000,17690.0000,142.5000,3905.0000,2209.0000,2867.0000,14.7400,2164.0000,4355.0000,2131.0000,,2256.0000,4091.0000,24021.0000,113.0000,A,218.140000000000
003650,12/31/2022,2022,INDL,C,D,STD,CMI,CUMMINS INC,USD,4252.0000,30299.0000,8975.0000,2573.0000,20628.0000,141.3000,4866.0000,2865.0000,3645.0000,15.2000,2183.0000,5603.0000,2151.0000,,1962.0000,5285.0000,28074.0000,204.0000,A,242.290000000000
003650,12/31/2023,2023,INDL,C,D,STD,CMI,CUMMINS INC,USD,4260.0000,32005.0000,8850.0000,2741.0000,24934.0000,141.8000,5176.0000,3383.0000,4398.0000,5.1900,840.0000,5677.0000,735.0000,,3966.0000,5664.0000,34065.0000,383.0000,A,239.570000000000
